HouseType,Price,Size,Bedrooms,Bathrooms,Level,Furnished,Area,City,ElectricityMeter,BuiltinKitchenAppliances,WaterMeter,Elevator,Balcony,NaturalGas,Landline,Security,CentralAC,CoveredParking,PetsAllowed,PrivateGarden,MaidsRoom,Pool,Lat,Long
Apartment,9000,157,3,2,5,0,Celia,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0884884,31.3009836
Apartment,20000,100,2,1,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,1,1,0,0,1,30.093319,31.63791604173324
Apartment,350000,107,2,1,2,0,Madinaty,Cairo,1,0,1,1,0,1,1,1,0,1,0,1,0,0,30.093319,31.63791604173324
Apartment,12000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,0,0,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,90,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,0,1,1,1,1,0,1,0,0,30.093319,31.63791604173324
Apartment,8000,107,2,1,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0,30.093319,31.63791604173324
Apartment,40000,187,3,3,2,1,Eastown,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.012330300000002,31.51555386421819
Apartment,20000,145,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,24000,150,3,3,2,1,EL Patio 7,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.1408848,31.6108042
Apartment,20000,200,3,3,6,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,1300,120,2,1,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,28000,150,2,3,2,1,Katameya Plaza,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.018619,31.42209475580205
Apartment,18000,165,3,3,1,0,Galleria Moon Valley,Cairo,0,0,0,1,1,0,0,1,0,1,1,0,0,0,30.02061805,31.53881207732435
Apartment,9000,70,2,1,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Penthouse,35000,306,3,3,3,1,Mountain View Hyde Park,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,29.98737805,31.5554474
Apartment,30000,180,3,2,3,1,New Cairo,Cairo,0,1,0,0,1,0,0,0,1,0,1,0,0,0,42.3040807,-74.01013495333201
Duplex,40000,150,2,3,3,1,Porto New Cairo,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.0641413,31.42413429130798
Apartment,55000,200,3,3,2,1,Eastown,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,1,0,30.012330300000002,31.51555386421819
Apartment,15000,116,3,2,0,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,1,0,0,30.093319,31.63791604173324
Apartment,10000,107,2,1,4,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,18000,96,2,1,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Studio,7000,90,1,1,2,1,Al Narges,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29.957607,31.7190836
Apartment,10000,90,2,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,6000,220,3,3,1,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,32000,96,2,2,2,1,Madinaty,Cairo,0,1,0,1,1,0,0,0,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,10000,116,3,2,1,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.093319,31.63791604173324
Apartment,17000,176,3,3,4,0,Madinaty,Cairo,1,1,0,1,0,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,28000,99,2,1,5,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0,30.063584,31.4889939
Apartment,30000,99,2,2,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,6500,115,2,1,3,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0632671,31.4544799
Apartment,20000,162,3,3,3,0,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,30.063584,31.4889939
Apartment,15000,131,3,3,0,0,Rehab City,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0,30.063584,31.4889939
Apartment,7000,130,3,2,4,0,Dar Misr,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.1235742,31.724585632889735
Apartment,10000,200,3,2,3,0,5th Settlement,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,9000,91,2,1,6,0,Madinaty,Cairo,1,1,1,1,1,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,105,3,2,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,6000,170,3,1,0,0,5th Settlement,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,12000,400,1,1,0,0,5th Settlement,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,1000,175,3,2,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,12000,116,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,32000,210,3,3,1,0,Lake view Residence,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,0,0,30.0244139,31.538300149025318
Apartment,11000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,1300,140,2,1,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,23000,240,4,3,2,0,5th Settlement,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,11000,162,3,2,1,0,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,20000,230,3,2,0,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,15000,170,3,2,2,0,5th Settlement,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0,30.0632671,31.4544799
Duplex,14500,255,3,3,0,0,5th Settlement,Cairo,0,1,0,0,1,0,1,1,1,0,0,1,0,0,30.0632671,31.4544799
Duplex,40000,280,5,5,0,0,5th Settlement,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,8500,190,3,2,0,0,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,15000,190,2,1,0,0,5th Settlement,Cairo,0,1,0,1,1,0,1,1,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,20000,240,4,3,1,0,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,1,0,0,30.0632671,31.4544799
Apartment,35000,100,2,1,0,1,Rehab City,Cairo,0,1,0,1,1,0,1,0,0,0,0,0,0,0,30.063584,31.4889939
Apartment,30000,120,2,2,2,1,Madinaty,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0,30.093319,31.63791604173324
Apartment,11000,90,2,1,3,0,Rehab City,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0,30.063584,31.4889939
Apartment,18000,197,3,2,5,0,Rehab City,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0,30.063584,31.4889939
Duplex,62000,450,3,3,0,1,New Cairo,Cairo,0,1,0,0,1,1,0,1,1,0,0,1,0,0,42.3040807,-74.01013495333201
Apartment,43000,119,3,3,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,30000,155,2,3,1,1,Katameya Plaza,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.018619,31.42209475580205
Apartment,1500,140,3,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,22000,90,2,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,20000,96,2,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,11000,89,2,2,2,0,Madinaty,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,35000,119,3,3,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,25000,90,2,1,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.063584,31.4889939
Apartment,22000,190,3,3,1,0,Fifth Square,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.051085999999998,31.537079494992852
Apartment,30000,195,3,3,1,1,Fifth Square,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,0,1,30.051085999999998,31.537079494992852
Apartment,65000,197,3,3,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,22000,160,3,3,1,0,Mountain View 1,Cairo,1,0,1,0,1,1,1,1,0,1,1,0,0,1,29.9915527,31.5111977
Apartment,17500,160,3,2,2,0,5th Settlement,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,0,0,30.0632671,31.4544799
Apartment,26000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,30.063584,31.4889939
Apartment,18000,131,3,2,5,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0,30.063584,31.4889939
Studio,18000,60,1,1,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0,30.063584,31.4889939
Apartment,25000,200,4,2,10,0,Nasr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,6500,90,2,1,5,0,Nasr City,Cairo,1,0,1,0,0,1,0,0,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,10000,126,2,1,2,1,Nasr City,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,18000,120,3,1,0,1,Nasr City,Cairo,1,0,1,0,1,1,1,0,0,0,0,1,0,0,30.0521177,31.3422045
Apartment,25000,150,3,2,2,0,Nasr City,Cairo,1,0,1,0,0,1,1,0,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,17000,17000,3,1,7,1,Nasr City,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,8000,160,3,2,2,0,5th Settlement,Cairo,1,0,0,0,1,1,0,0,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,20000,90,2,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,0,0,0,0,30.063584,31.4889939
Apartment,17000,175,3,3,3,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,1,1,0,0,30.093319,31.63791604173324
Apartment,50000,124,3,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,119,3,3,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,25000,92,2,1,3,1,Celia,Cairo,1,1,1,1,1,0,0,1,1,0,1,0,0,0,30.0884884,31.3009836
Apartment,25000,90,1,2,4,1,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,29.9865446,31.552985
Apartment,50000,110,3,2,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,18000,148,3,2,0,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,1,1,0,0,30.093319,31.63791604173324
Apartment,45000,162,3,2,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,12000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,28000,106,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,1,0,0,30.093319,31.63791604173324
Apartment,20000,96,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,10000,107,2,1,4,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Studio,25000,92,1,1,0,1,Village Gate,Cairo,1,1,1,0,1,1,1,1,1,0,1,1,0,0,14.550879,121.1362882
Apartment,20000,96,2,2,3,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,14000,125,3,3,0,0,Rehab City,Cairo,1,0,1,0,1,1,1,0,0,0,0,1,0,0,30.063584,31.4889939
Studio,20000,60,1,1,0,1,1st Settlement,Cairo,1,1,1,0,1,1,1,1,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,1000,170,3,2,5,1,Nasr City,Cairo,1,1,1,1,1,1,0,0,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,47000,132,2,2,2,1,Cairo Festival City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,1,30.026992800000002,31.40906325945414
Apartment,1000,150,3,2,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Studio,15000,60,1,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,0,0,30.093319,31.63791604173324
Apartment,25000,122,2,2,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Studio,20000,90,1,1,2,1,Village Gate,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,14.550879,121.1362882
Duplex,35000,235,3,3,2,0,Hyde Park New Cairo,Cairo,0,1,0,1,1,1,0,1,1,0,0,0,0,0,29.9865446,31.552985
Apartment,25000,85,2,1,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,90,2,1,1,1,Madinaty,Cairo,1,1,1,1,1,0,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,13000,143,3,1,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,30000,185,3,3,3,0,Hyde Park New Cairo,Cairo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.9865446,31.552985
Apartment,6500,130,3,2,3,0,Dar Misr,Cairo,1,0,1,1,0,1,1,0,0,0,1,0,0,0,30.1235742,31.724585632889735
Penthouse,65000,250,3,3,0,1,Mountain View Hyde Park,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0,29.98737805,31.5554474
Apartment,12000,200,3,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,17000,207,3,3,1,0,Fifth Square,Cairo,1,0,1,1,0,1,1,1,0,1,1,0,1,0,30.051085999999998,31.537079494992852
Apartment,6000,70,2,1,3,1,New Cairo,Cairo,1,1,1,0,0,1,1,0,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,30000,195,3,3,1,1,Fifth Square,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.051085999999998,31.537079494992852
Apartment,30000,116,3,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,15000,200,3,2,2,0,1st Settlement,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Studio,18000,60,1,1,0,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,35000,90,2,1,1,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0632671,31.4544799
Apartment,24000,99,2,1,1,1,1st Settlement,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0,30.0632671,31.4544799
Penthouse,19000,290,3,3,3,0,Fifth Square,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,1,0,30.051085999999998,31.537079494992852
Apartment,10000,170,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,30000,148,3,2,2,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0632671,31.4544799
Apartment,23000,150,3,3,3,0,EL Patio 7,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,30.1408848,31.6108042
Apartment,25000,207,3,3,1,0,Fifth Square,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,0,30.051085999999998,31.537079494992852
Apartment,14000,136,3,2,5,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,5000,70,2,1,12,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,35000,150,3,2,0,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.3040807,-74.01013495333201
Apartment,17000,167,3,3,3,0,Fifth Square,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,30.051085999999998,31.537079494992852
Apartment,9000,89,2,2,3,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,8000,74,2,1,1,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.093319,31.63791604173324
Apartment,30000,96,2,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,1,30.093319,31.63791604173324
Apartment,30000,90,2,1,3,1,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,0,0,1,1,0,42.3040807,-74.01013495333201
Apartment,11500,211,3,3,0,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,12000,175,3,3,3,0,Shorouk City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.149150650000003,31.629114053470285
Apartment,18000,70,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,0,0,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,18000,96,2,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,96,2,2,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,22000,150,2,2,3,1,5th Settlement,Cairo,0,1,0,1,1,0,1,1,1,1,0,1,1,0,30.0632671,31.4544799
Apartment,45000,220,3,2,3,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,7500,96,2,2,4,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,25000,200,3,2,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,20000,140,3,3,5,1,5th Settlement,Cairo,0,1,0,1,1,0,1,1,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,25000,122,2,2,0,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,0,1,0,0,42.3040807,-74.01013495333201
Apartment,30000,199,3,2,1,1,Village Gardens Katameya,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0014688,31.5198459
Apartment,25000,140,3,3,4,0,5th Settlement,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,46500,200,3,2,2,1,New Cairo,Cairo,0,1,0,0,1,1,0,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,8500,190,3,2,0,0,1st Settlement,Cairo,0,1,0,1,1,0,1,1,1,1,1,1,1,0,30.0632671,31.4544799
Apartment,7500,80,2,1,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,5500,54,1,1,0,0,Madinaty,Cairo,0,0,1,1,1,1,1,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,20000,70,2,1,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,20000,96,2,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,10000,113,3,1,0,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,20000,96,2,2,5,1,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,9000,96,2,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,30000,233,3,3,4,0,Hyde Park New Cairo,Cairo,1,0,1,1,0,1,0,1,1,1,1,0,1,1,29.9865446,31.552985
Apartment,1500,140,3,2,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,27000,150,2,2,2,0,Lake view Residence,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,0,1,30.0244139,31.538300149025318
Apartment,33000,220,3,3,3,0,Eastown,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,1,30.012330300000002,31.51555386421819
Apartment,12000,135,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,6000,170,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,12000,116,3,2,2,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,4500,115,3,1,12,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,25000,96,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,18000,78,2,1,4,1,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,12000,124,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,9000,91,2,1,6,0,Madinaty,Cairo,1,0,1,1,0,0,0,1,0,1,0,0,0,0,30.093319,31.63791604173324
Apartment,15000,200,3,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,8500,190,3,2,1,0,El Yasmeen 3,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0360885,31.4389157
Apartment,40000,214,3,3,2,0,Uptown Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.02362815,31.304425051498075
Apartment,8000,92,2,1,5,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,18000,96,2,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,35000,96,2,2,0,1,Madinaty,Cairo,1,1,1,1,1,0,1,1,1,0,0,1,0,0,30.093319,31.63791604173324
Apartment,17000,96,2,2,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Duplex,36000,360,3,3,3,1,El Patio,Cairo,0,1,0,0,1,0,0,1,1,1,1,0,0,0,29.999957199999997,31.504489650962626
Apartment,16000,70,2,1,3,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,12000,135,3,2,2,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,30000,220,4,2,3,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,1,0,0,30.0632671,31.4544799
Apartment,22000,96,2,2,0,1,Madinaty,Cairo,1,1,1,1,0,0,1,1,1,1,0,1,0,0,30.093319,31.63791604173324
Duplex,35000,300,3,3,0,0,Mountain View Hyde Park,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.98737805,31.5554474
Apartment,11000,124,3,2,4,0,Madinaty,Cairo,1,0,1,1,0,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,2500,125,3,1,1,0,Badr City,Cairo,1,0,1,0,1,1,0,0,0,0,0,0,0,0,30.142806,31.742824
Apartment,20000,153,3,3,3,1,Galleria Moon Valley,Cairo,0,1,0,1,1,0,0,1,0,1,1,0,0,0,30.02061805,31.53881207732435
Apartment,28000,154,2,4,2,1,Eastown,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.012330300000002,31.51555386421819
Apartment,40000,142,2,2,3,1,Lake View,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0959915,31.642971
Apartment,40000,142,2,2,3,1,Lake view Residence,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.0244139,31.538300149025318
Apartment,9000,170,3,2,2,0,1st Settlement,Cairo,0,1,0,0,1,0,1,0,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,35000,245,4,4,4,1,EL Patio 7,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.1408848,31.6108042
Apartment,38000,350,7,3,4,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,75000,350,4,3,1,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,12000,200,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,13000,200,3,2,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,9500,70,2,1,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,50000,160,3,3,1,1,Rehab City,Cairo,1,1,0,0,1,1,1,0,1,1,1,0,1,0,30.063584,31.4889939
Apartment,10000,200,3,2,4,0,5th Settlement,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,12000,131,3,2,5,0,Madinaty,Cairo,1,0,0,1,1,1,1,1,0,1,1,0,1,0,30.093319,31.63791604173324
Apartment,6000,170,3,2,0,0,5th Settlement,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
