HouseType,Price,Size,Bedrooms,Bathrooms,Level,Furnished,Area,City,ElectricityMeter,BuiltinKitchenAppliances,WaterMeter,Elevator,Balcony,NaturalGas,Landline,Security,CentralAC,CoveredParking,PetsAllowed,PrivateGarden,MaidsRoom,Pool
Apartment,13000,165,3,2,4,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Apartment,12000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Apartment,17000,89,2,2,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Penthouse,20000,340,4,3,3,0,New Cairo,Cairo,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Apartment,22000,200,3,3,2,0,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,16000,165,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Apartment,12000,180,3,2,0,0,Al Narges,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0
Apartment,35000,175,3,3,3,1,Mountain View Hyde Park,Cairo,1,1,1,0,1,0,0,1,1,1,1,0,0,0
Apartment,16500,139,3,3,2,0,Rehab City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Duplex,15000,176,3,3,0,0,Al Burouj,Cairo,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Apartment,9000,134,2,2,2,0,Al Burouj,Cairo,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Duplex,15000,276,3,4,2,0,Al Burouj,Cairo,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Apartment,15000,220,3,2,3,0,New Cairo,Cairo,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Apartment,8500,92,2,1,1,0,Madinaty,Cairo,0,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,12000,220,3,2,2,0,New Cairo,Cairo,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Apartment,35000,131,2,2,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,35000,140,3,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Apartment,20000,82,2,2,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Apartment,18000,82,2,1,1,1,Madinaty,Cairo,1,1,1,0,1,1,0,1,1,0,0,0,0,0
Apartment,18000,107,2,1,1,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Apartment,25000,82,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Apartment,18000,70,2,1,0,1,Madinaty,Cairo,1,0,1,1,1,1,1,0,1,0,0,0,0,0
Apartment,35000,140,3,2,0,1,Rehab City,Cairo,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Apartment,15000,250,3,3,3,0,New Cairo,Cairo,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Apartment,6000,130,3,2,3,0,Rehab City,Cairo,1,0,1,1,1,0,1,0,1,1,1,0,0,1
Apartment,8500,73,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,23000,96,2,1,5,1,Madinaty,Cairo,0,1,0,1,1,0,0,1,0,1,0,0,0,0
Apartment,13000,135,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Apartment,12000,116,3,2,3,0,Madinaty,Cairo,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Apartment,15000,124,3,2,0,0,Madinaty,Cairo,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Apartment,16000,130,3,2,6,1,Nasr City,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Apartment,17000,70,1,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,35000,170,3,3,0,1,Rehab City,Cairo,1,1,1,1,1,1,0,1,0,0,0,1,0,0
Apartment,13700,106,2,1,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,11000,150,3,2,4,0,Nasr City,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Apartment,12000,116,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Duplex,55000,400,4,4,0,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Apartment,10000,103,3,2,2,0,Madinaty,Cairo,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Apartment,30000,145,2,2,2,1,Mountain View Executive,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Duplex,55000,475,5,4,0,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,1,0,0
Apartment,15000,200,3,3,0,0,El Yasmeen 3,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,25000,200,3,3,1,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,1,0,0
Apartment,11000,110,3,2,0,0,Madinaty,Cairo,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Apartment,25000,200,3,3,1,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0
Apartment,16000,174,3,3,1,0,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,1,0,0
Apartment,12000,126,2,2,2,0,5th Settlement,Cairo,0,0,0,1,1,0,1,0,1,0,0,1,0,0
Apartment,14000,85,2,2,0,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Apartment,1300,140,3,2,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,40000,143,3,2,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,1,1,0,0
Apartment,25000,96,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,0,0,1,0,0,0,0,0,0
Apartment,15000,220,3,2,2,0,5th Settlement,Cairo,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Apartment,16000,165,3,3,4,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Apartment,12000,240,4,3,2,0,Al Narges,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,9000,400,3,2,3,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Studio,13000,64,1,1,0,1,Madinaty,Cairo,1,0,1,0,1,0,1,1,0,0,0,0,0,0
Apartment,8500,96,2,1,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,18000,116,3,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8000,78,2,1,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,8500,78,2,1,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,45000,176,3,2,0,1,1st Settlement,Cairo,1,1,1,1,1,1,1,0,1,1,0,1,0,0
Apartment,30000,150,2,2,3,1,The Village,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,30000,124,3,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Apartment,18000,108,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,0,1,1,0,1,1,0,0
Apartment,19500,82,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Studio,14000,56,1,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,0,1,1,0,0,0,0,0
Apartment,8000,78,2,1,2,0,Madinaty,Cairo,0,0,0,1,1,0,1,1,0,0,0,0,0,0
Apartment,23000,82,2,1,5,1,Madinaty,Cairo,0,1,0,1,1,0,0,1,0,1,0,0,0,0
Apartment,17000,300,4,3,1,0,New Cairo,Cairo,1,0,1,1,0,1,1,1,0,1,0,0,0,0
Apartment,45000,158,3,3,0,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Apartment,38000,120,3,2,1,0,Madinaty,Cairo,0,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,8000,78,2,1,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,13000,137,3,2,3,0,Madinaty,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,13000,135,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,20000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Apartment,18000,116,3,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,19000,180,3,3,1,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,1,0
Apartment,35000,176,3,3,0,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0
Apartment,24000,275,3,2,0,1,New Cairo,Cairo,1,0,1,0,1,0,0,1,0,0,0,1,0,0
Apartment,8000,70,2,1,3,1,3rd Settlement,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Duplex,38000,360,3,3,3,1,El Patio,Cairo,1,1,1,1,1,1,0,1,1,0,1,0,0,0
Duplex,25000,420,3,3,0,0,New Cairo,Cairo,1,0,1,1,0,1,1,1,0,1,0,1,0,0
Apartment,13500,60,1,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,20000,200,3,3,3,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,1,0,1,0
Apartment,19000,124,3,2,3,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,17000,94,2,2,0,1,Madinaty,Cairo,1,1,1,0,1,1,0,1,1,1,1,1,1,0
Duplex,40000,223,3,3,0,1,Mountain View Executive,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Apartment,11000,150,3,2,4,0,New Cairo,Cairo,1,0,1,1,1,0,0,1,0,1,1,0,0,0
Studio,20000,83,2,1,2,0,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,35000,160,3,3,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Apartment,12000,116,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,25000,135,2,3,3,0,Midtown,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,1600,150,3,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,13000,96,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,35000,155,3,2,1,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,1,1,0,0
Apartment,10000,100,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,20000,133,3,2,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,40000,131,3,2,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8000,70,2,1,3,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,16000,80,2,1,3,1,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,25000,135,2,2,2,1,Midtown,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,9000,90,2,1,3,0,Rehab City,Cairo,1,0,1,0,1,1,1,1,0,0,1,1,0,0
Apartment,35000,99,2,1,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,55000,190,3,3,4,1,Eastown,Cairo,0,1,0,1,1,0,0,1,1,1,0,0,1,0
Apartment,8000,180,3,2,1,0,New Andalous,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,40000,150,3,2,2,1,Fifth Square,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,12000,116,3,2,1,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,28000,140,2,2,1,1,Mountain View Executive,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Apartment,15000,140,3,2,3,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,50000,122,2,2,0,1,Lake view Residence,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Apartment,13000,135,3,2,5,0,Madinaty,Cairo,0,0,1,0,1,1,0,1,0,1,0,0,0,0
Apartment,1000,145,3,1,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Duplex,15000,176,3,3,0,0,Al Burouj,Cairo,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Apartment,9000,134,2,2,1,0,Al Burouj,Cairo,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Apartment,22000,107,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,120,3,2,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Apartment,30000,116,3,3,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,10000,96,2,1,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,37000,205,3,3,0,0,Mivida,Cairo,0,0,0,0,1,0,0,1,0,0,0,1,0,1
Apartment,15000,280,4,3,1,0,El Lotus,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,15000,124,3,2,0,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,17000,96,2,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,124,3,2,5,1,Madinaty,Cairo,1,1,1,1,0,1,1,1,0,1,1,0,0,0
Apartment,20000,154,3,2,3,0,Leila,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,30000,131,3,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,0,0,0,0
Apartment,38000,150,2,2,3,1,Lake view Residence,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,12000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,12000,99,2,1,2,0,Rehab City,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,18000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,13000,90,2,1,3,1,5th Settlement,Cairo,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Apartment,14000,200,3,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,17000,250,3,3,3,0,West Arabella,Cairo,0,0,0,1,1,1,0,1,1,0,0,0,0,0
Apartment,25000,90,2,1,0,1,Rehab City,Cairo,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Duplex,15000,220,3,3,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,1,0,0
Apartment,45000,300,4,3,3,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,37000,300,4,3,3,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,35000,100,2,2,1,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,0,0,0,1,0,0
Penthouse,75000,290,3,4,3,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,32000,250,4,3,6,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,75000,350,3,3,5,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,35000,300,4,3,2,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,35000,300,3,3,10,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,65000,350,3,3,2,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,13000,90,2,1,0,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,30000,233,3,3,3,0,Hyde Park New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,1,0
Apartment,26000,185,3,3,2,0,Hyde Park New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,35000,190,2,3,2,0,Cairo Festival City,Cairo,0,0,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,16000,90,2,1,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,18000,80,2,1,1,1,Madinaty,Cairo,1,1,1,1,1,0,1,1,1,1,0,0,0,0
Duplex,20000,370,3,3,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,1,1,1,0,0
Apartment,21000,211,3,3,5,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,35000,240,4,3,2,0,Eastown,Cairo,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Apartment,12000,116,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,12000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,25000,78,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,0,1,1,0,0,0,0,0
Apartment,10000,200,3,2,2,0,El Yasmeen 1,Cairo,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Apartment,12000,180,3,2,2,0,El Yasmeen 1,Cairo,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Apartment,9000,107,2,1,2,0,Madinaty,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,7500,78,2,1,4,0,Madinaty,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,40000,175,3,3,6,1,Madinaty,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,18000,90,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,20000,200,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,20000,180,3,3,4,0,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,25000,124,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Apartment,15000,121,3,2,0,0,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,16000,165,3,3,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,15000,96,2,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Apartment,8000,78,2,1,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,15000,96,2,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Apartment,10000,120,3,2,0,0,Easy Life,Cairo,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Apartment,25000,90,2,1,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,25000,108,3,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Apartment,7500,130,3,2,1,0,New Cairo,Cairo,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Studio,7000,60,1,1,0,1,New Cairo,Cairo,1,1,1,0,0,0,1,1,1,0,0,0,0,0
Apartment,35000,300,4,4,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,70000,194,3,3,2,1,Eastown,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Apartment,13000,145,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Apartment,20000,380,4,3,2,0,Rehab City,Cairo,1,0,1,0,1,1,1,1,0,0,1,0,0,0
Apartment,25000,116,3,2,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,23000,90,2,1,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,18000,211,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,45000,300,3,3,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,0,1,0,1,0,0,0
Apartment,13000,90,2,1,4,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,18000,220,3,2,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,1500,140,3,2,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Duplex,18000,225,4,3,4,1,New Cairo,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Apartment,15000,2000,3,2,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,9000,134,2,2,1,0,Al Burouj,Cairo,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Duplex,15000,276,3,5,2,0,Al Burouj,Cairo,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Apartment,20000,90,2,1,1,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,14000,140,3,3,3,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Apartment,27000,116,3,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,108000,300,3,4,2,1,Katameya Dunes,Cairo,0,1,0,1,1,1,0,1,1,0,0,0,1,0
Apartment,23000,100,2,2,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,27000,200,3,2,1,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,25000,90,2,1,2,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,22000,150,2,2,1,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,30000,136,3,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,0,1,1,0,0,0,0,0
Apartment,25000,135,2,3,2,1,Midtown,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,40000,190,3,3,0,0,New Cairo,Cairo,0,1,0,1,1,0,1,1,1,0,0,1,0,0
Apartment,18000,140,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,9000,73,2,1,2,1,3rd Settlement,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,90,2,1,0,1,Rehab City,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,30000,119,3,2,2,1,Rehab City,Cairo,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Studio,8000,100,1,1,12,0,Acasa,Cairo,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Apartment,14000,230,4,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Duplex,30000,420,4,3,0,0,New Cairo,Cairo,1,0,1,0,1,0,0,1,0,1,1,0,0,0
Apartment,4000,120,3,1,1,1,Badr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,10500,124,3,2,0,0,Madinaty,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Penthouse,20000,166,2,2,3,0,Mountain View Hyde Park,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Duplex,35000,287,3,4,0,0,Mountain View Hyde Park,Cairo,1,0,1,0,0,1,0,1,0,1,1,1,1,1
Apartment,3900,120,3,1,1,1,Badr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,18000,320,3,3,2,0,New Cairo,Cairo,1,0,1,0,1,1,1,0,0,0,1,0,0,0
Apartment,15000,180,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,40000,160,3,2,1,1,The Square,Cairo,1,0,1,1,1,1,1,1,0,1,0,1,0,0
Apartment,20000,82,2,1,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8500,200,3,2,3,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Duplex,40000,250,3,4,3,0,Mountain View Hyde Park,Cairo,1,0,1,1,1,1,1,1,1,0,0,0,1,1
Apartment,40000,140,2,2,1,1,Lake View,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Apartment,60000,188,3,2,2,1,Eastown,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,1500,140,3,2,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8500,250,1,1,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Apartment,16000,175,3,3,2,0,1st Settlement,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,25000,200,3,3,2,0,1st District,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,17000,90,2,1,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,90,2,1,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,72000,235,3,5,1,1,Cairo Festival City,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,1,0
Apartment,12000,140,3,1,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,90,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,1000,140,3,1,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,30000,175,3,3,3,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,0,1,1,1,0,1
Apartment,25000,90,2,2,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,72000,190,3,3,2,1,Cairo Festival City,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,70000,240,3,3,2,0,Mivida,Cairo,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Apartment,75000,215,3,2,2,1,Lake view Residence,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,20000,135,2,3,0,0,Hyde Park New Cairo,Cairo,1,0,1,0,1,1,1,1,1,0,0,1,0,0
Apartment,15000,250,3,3,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Apartment,65000,156,3,2,2,1,Eastown,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,14500,210,3,3,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,133,3,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,9000,107,2,1,2,0,Madinaty,Cairo,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Apartment,75000,200,3,3,0,1,Cairo Festival City,Cairo,0,1,0,1,1,0,0,1,1,1,1,1,1,0
