HouseType,Price,Size,Bedrooms,Bathrooms,Level,Furnished,Area,City,ElectricityMeter,BuiltinKitchenAppliances,WaterMeter,Elevator,Balcony,NaturalGas,Landline,Security,CentralAC,CoveredParking,PetsAllowed,PrivateGarden,MaidsRoom,Pool
Apartment,20000,104,3,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,20000,130,3,1,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,6000,120,2,1,2,0,Maadi V,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,165,3,2,2,1,Sheraton,Cairo,1,0,1,0,1,1,1,1,0,1,0,0,0,0
Apartment,15000,140,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Apartment,15000,90,2,1,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,1600,140,2,1,1,1,Zizinia Gardens,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Apartment,20000,155,3,3,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,0,0,0,0
Apartment,800,90,2,1,0,1,Madinaty,Cairo,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Apartment,9000,120,3,1,0,0,Gardenia,Cairo,1,0,1,1,0,1,1,1,0,0,1,1,0,0
Duplex,45000,385,3,4,2,0,New Cairo,Cairo,1,1,1,1,1,1,1,1,0,0,1,1,0,0
Room,1750,170,3,2,1,1,Nasr City,Cairo,1,1,1,1,1,1,1,0,0,1,0,0,0,0
Apartment,13000,130,3,1,4,0,Downtown Cairo,Cairo,1,0,1,0,1,0,0,1,0,0,0,0,0,0
Apartment,30000,150,2,1,8,1,Heliopolis,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,45000,193,3,2,5,1,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Studio,23000,50,1,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,17000,120,2,1,9,1,Sama,Cairo,1,0,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8500,170,3,2,0,0,New Cairo,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,5000,120,3,1,6,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,2000,130,3,1,5,0,Marg,Cairo,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Apartment,45000,400,10,3,10,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,35000,175,4,3,2,1,1st Settlement,Cairo,1,1,1,1,0,1,1,0,1,0,0,0,0,0
Apartment,28000,220,3,3,2,1,Nasr City,Cairo,0,1,0,1,1,0,0,1,0,1,0,0,0,0
Apartment,10000,150,3,2,0,0,New Cairo,Cairo,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Apartment,50000,136,3,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Studio,3500,30,1,1,0,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,13000,140,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,1650,100,3,1,4,0,Marg,Cairo,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Apartment,10000,154,3,2,0,0,Mivida,Cairo,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apartment,25000,200,2,1,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Apartment,17000,119,3,3,0,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,1,1,0,0
Apartment,13000,190,3,2,3,0,New Cairo,Cairo,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,10000,200,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,1,0,0,0,0
Apartment,9000,163,3,2,12,0,Heliopolis,Cairo,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Apartment,500,120,3,1,1,1,Heliopolis,Cairo,1,1,1,1,0,1,0,1,1,1,0,0,0,0
Apartment,13000,135,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,14000,131,3,2,5,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Room,6000000,8,1,1,1,0,Mivida,Cairo,1,0,1,0,0,1,1,0,0,1,0,1,0,1
Apartment,10500,116,3,2,1,0,Madinaty,Cairo,1,0,1,0,1,1,0,1,0,0,0,0,0,0
Apartment,2500,90,2,1,8,0,Ain Shams,Cairo,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Apartment,35000,190,3,3,0,0,Mivida,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,80000,270,3,3,7,1,Zamalek,Cairo,0,1,0,0,1,0,0,1,1,0,0,0,0,0
Apartment,12000,140,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Apartment,18000,162,3,3,1,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,1,1,1,0
Apartment,20000,200,3,3,3,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,9500,103,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,1,0,0,0
Apartment,25000,96,2,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,7000,160,3,1,11,0,New Nozha,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,150,2,2,6,1,Sheraton,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Penthouse,27000,400,5,4,2,0,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,20000,150,3,2,3,0,Fifth Square,Cairo,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Apartment,18000,140,3,2,4,1,Madinaty,Cairo,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Apartment,70000,180,3,3,3,1,The Waterway Compound,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Apartment,14000,70,2,1,2,1,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,35000,150,3,2,3,1,1st Settlement,Cairo,1,1,0,1,1,1,0,1,1,0,0,0,0,1
Apartment,11000,180,2,2,2,0,5th Settlement,Cairo,1,0,1,0,1,1,1,0,0,1,1,0,0,0
Apartment,15000,175,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,19000,150,2,2,2,1,Heliopolis,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Apartment,25000,106,3,2,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,0,1,0,0,1,0,0
Apartment,25000,89,2,2,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,18000,180,3,3,3,0,Rehab City,Cairo,1,0,1,1,1,0,0,1,0,0,0,0,0,0
Apartment,13000,130,3,1,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Studio,35000,90,1,1,1,1,La Mirada,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,9500,96,2,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,12000,170,2,2,0,1,El Yasmeen 1,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Apartment,25000,175,3,2,1,1,North Investors,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,35000,250,2,2,0,0,1st Settlement,Cairo,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Apartment,48000,210,2,2,0,0,Sky Condos Sodic,Cairo,1,0,1,0,1,1,0,1,1,0,0,1,0,0
Apartment,30000,175,3,2,2,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,15000,100,2,2,0,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,20000,220,4,2,1,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,15500,165,3,3,1,0,Jayd,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Duplex,40000,143,2,3,5,1,New Cairo,Cairo,1,0,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,70000,162,3,2,4,1,Rehab City,Cairo,0,1,0,1,1,0,1,1,0,1,0,0,0,0
Apartment,30000,106,3,2,0,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,0,0,0,1,0,0
Apartment,30000,235,3,2,0,0,El Lotus,Cairo,1,0,1,1,1,1,1,1,1,1,0,1,0,0
Apartment,9000,10,2,1,2,1,Zahraa Al Maadi,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,17000,90,2,1,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,1,0,0
Apartment,12000,99,2,1,1,0,Rehab City,Cairo,1,0,1,1,0,0,0,1,0,1,0,0,0,0
Studio,10000,65,1,1,0,0,Rehab City,Cairo,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Apartment,35000,305,3,3,4,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,10000,111,2,1,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,9000,90,2,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,10000,133,3,2,1,0,Madinaty,Cairo,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Apartment,15000,119,3,3,2,0,Rehab City,Cairo,1,0,1,1,1,1,0,1,0,0,1,0,0,0
Apartment,3500,70,2,1,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,208,3,3,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,5000,120,3,1,1,0,R3,Cairo,1,0,1,1,1,1,0,1,0,1,0,0,0,0
Apartment,25000,90,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Apartment,17000,115,3,3,0,0,Rehab City,Cairo,1,0,1,0,1,1,1,1,0,1,1,1,0,0
Studio,15000,65,1,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,0,0,0,0,1,0,0
Apartment,12000,140,3,3,5,1,El Koronfel,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,14000,143,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,18000,133,3,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,16000,175,3,3,4,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,35000,122,2,2,0,1,Fifth Square,Cairo,1,1,1,0,1,1,1,1,1,1,0,1,0,0
Apartment,9000,110,2,1,4,0,Madinaty,Cairo,1,0,1,1,0,1,1,1,0,0,1,0,0,0
Apartment,14000,140,3,2,5,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,9000,110,2,1,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,1,0,0,0
Apartment,15000,89,2,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Apartment,30000,104,3,2,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,0,0,1,0,0
Apartment,35000,180,3,2,11,1,Porto Heliopolis,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,12000,190,3,3,1,0,5th Settlement,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Apartment,40000,256,4,3,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Apartment,55000,140,3,2,2,0,5th Settlement,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,24000,195,3,3,0,0,Fifth Square,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,25000,160,3,3,0,0,Village Gate,Cairo,1,0,1,1,1,1,1,1,0,1,0,1,0,0
Apartment,18000,133,2,2,1,0,Mountain View Hyde Park,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,25000,182,3,3,3,0,90 Avenue,Cairo,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Apartment,30000,133,2,2,2,1,Mountain View Executive,Cairo,0,0,0,1,1,0,0,1,0,1,1,0,0,1
Apartment,25000,92,2,1,5,1,Madinaty,Cairo,0,1,0,1,1,0,1,1,1,0,0,0,0,0
Apartment,13000,140,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,14000,160,3,2,1,1,Jayd,Cairo,1,1,1,0,0,1,0,1,0,0,0,1,0,0
Apartment,13000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,45000,215,3,3,3,1,Eastown,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,1,0
Apartment,1200,170,2,2,8,1,Heliopolis,Cairo,1,1,0,1,1,1,0,1,1,0,0,0,0,0
Apartment,1300,140,3,2,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,10000,220,3,2,3,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Apartment,40000,172,3,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,26000,96,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,0,1,1,1,1,0,1,0,0
Apartment,20000,130,3,2,3,1,Dar Misr,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Duplex,35000,260,6,3,0,0,5th Settlement,Cairo,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apartment,45000,130,3,4,0,0,5th Settlement,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,25000,120,2,1,2,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,32000,161,2,3,2,0,Sky Condos Sodic,Cairo,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Apartment,20000,89,2,2,5,1,Madinaty,Cairo,1,1,1,1,1,0,1,0,0,1,0,0,0,0
Apartment,30000,186,3,3,3,0,Mivida,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,30000,220,3,3,1,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,12500,180,3,3,1,0,New Cairo,Cairo,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Apartment,45000,187,4,3,2,0,Eastown,Cairo,1,0,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,25000,80,2,1,5,1,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Apartment,4500,130,3,2,3,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15000,170,3,2,8,1,Maadi,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,30000,90,2,1,4,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,13000,140,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,23000,220,3,2,4,0,Heliopolis,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,25000,90,2,1,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,1,0,0
Apartment,19000,162,3,3,4,0,Rehab City,Cairo,1,0,1,1,1,1,0,1,0,0,1,0,0,1
Apartment,2100,100,2,1,12,0,New Cairo,Cairo,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Apartment,13000,12,2,1,1,1,Zahraa Al Maadi,Cairo,1,0,1,0,0,1,1,1,0,0,1,1,0,0
Apartment,35000,250,3,3,2,1,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,47000,300,4,3,1,0,Mivida,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Apartment,10000,90,2,1,4,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,1,0
Duplex,35000,400,6,4,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,29500,140,3,1,5,1,Nasr City,Cairo,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Apartment,30000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,20000,300,3,3,1,0,New Cairo,Cairo,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Apartment,10000,13,2,2,2,0,Bavaria Town,Cairo,1,0,1,1,0,1,1,0,0,0,1,1,0,1
Apartment,35000,90,2,1,1,1,Rehab City,Cairo,1,0,1,1,0,1,1,1,1,0,0,0,0,0
Apartment,13000,140,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,14000,220,3,2,4,0,New Cairo,Cairo,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Apartment,15000,140,3,3,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,16000,167,3,3,1,0,The Square,Cairo,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,220,3,3,1,1,El Banafseg 5,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,12000,190,3,2,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,1,0,0,0,0,0
Apartment,25000,85,2,1,1,1,Madinaty,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,15000,175,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,15000,140,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,10000,200,3,2,1,0,New Cairo,Cairo,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Apartment,14000,140,3,2,1,0,El Lotus,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,40000,144,2,2,1,1,Lake view Residence,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,15000,131,3,2,3,0,Rehab City,Cairo,1,0,0,1,1,0,1,1,0,0,0,0,0,0
Apartment,45000,180,3,3,0,1,AZAD,Cairo,0,1,0,1,1,0,0,1,1,1,1,1,0,0
Apartment,35000,200,3,3,3,1,Cairo Festival City,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,1,0
Apartment,30000,150,2,3,3,1,Katameya Plaza,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,30000,140,2,2,3,1,The Village,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Studio,40000,90,1,2,2,1,Mivida,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,35000,120,2,2,0,1,Lake View,Cairo,0,1,0,0,1,0,0,1,1,1,1,1,0,0
Apartment,30000,220,4,3,6,0,Nasr City,Cairo,1,0,1,0,0,1,1,0,0,1,0,0,0,0
Apartment,50000,148,2,3,0,1,Mivida,Cairo,0,1,0,0,1,0,0,1,1,1,1,1,0,0
Apartment,18000,150,2,2,0,1,Nakheel,Cairo,0,1,0,0,1,0,0,1,1,1,1,1,0,0
Apartment,50000,123,3,2,0,1,New Cairo,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Studio,40000,90,1,2,1,1,Mivida,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,35000,165,3,3,1,0,Villette,Cairo,0,0,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,20000,175,3,2,2,1,Mountain View iCity,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,30000,150,3,2,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,30000,150,2,3,2,1,Cairo Festival City,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,50000,140,2,3,2,1,Mivida,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,11000,106,3,2,0,0,Madinaty,Cairo,1,0,1,0,1,1,0,1,0,0,0,0,0,0
Apartment,25000,90,2,1,1,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Apartment,65000,195,3,3,2,1,Mivida,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,40000,200,3,3,2,1,Park View,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Apartment,4000,100,2,1,12,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,7500,70,2,1,1,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,3000,40,1,1,0,0,Go Heliopolis,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,13000,143,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,12000,116,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Duplex,12500,260,3,3,1,0,Shorouk City,Cairo,1,1,1,0,1,1,1,1,0,1,1,0,1,0
Apartment,35000,140,3,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,22000,200,2,1,6,1,Maadi,Cairo,1,1,1,1,1,1,0,1,1,1,0,0,0,0
Apartment,13500,150,3,1,1,0,Zahraa Al Maadi,Cairo,1,0,0,1,1,0,0,0,0,1,0,0,0,0
Duplex,16000,28,4,3,1,0,2nd District,Cairo,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Apartment,13000,140,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,20000,200,3,3,3,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,20000,200,3,3,3,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,4500,130,3,2,3,0,Dar Misr,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,12000,120,2,1,1,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,30000,450,6,4,1,0,Nasr City,Cairo,1,0,1,1,0,1,1,1,0,1,0,0,0,0
Apartment,15000,600,3,2,6,0,Nasr City,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Studio,25000,280,1,1,0,1,New Cairo,Cairo,1,1,1,0,0,0,1,1,1,0,0,1,0,0
Apartment,12000,70,2,1,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,1,1,0,0,0
Duplex,27000,500,2,3,0,0,New Cairo,Cairo,0,0,1,0,0,0,1,1,1,0,0,1,0,1
Apartment,30000,360,6,4,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,1,0,0
Apartment,25000,119,3,2,1,1,Rehab City,Cairo,1,0,1,1,1,1,0,1,0,0,0,1,0,0
Apartment,70000,350,7,3,4,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,40000,300,4,3,10,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,30000,250,3,3,6,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,12000,180,3,2,1,0,1st Settlement,Cairo,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Apartment,18000,211,3,3,6,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,75000,355,4,4,5,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,35000,220,3,2,3,0,Nasr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,80000,350,4,4,8,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Apartment,30000,140,3,2,0,1,Madinaty,Cairo,0,0,0,0,1,1,0,1,0,0,0,1,0,0
Apartment,30000,200,3,1,7,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,20000,89,2,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,1,0,0,0
Apartment,1000,87,2,1,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,23000,96,2,2,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,15000,165,3,3,3,0,One Kattameya,Cairo,1,0,1,1,1,0,0,1,0,1,1,0,0,0
Apartment,13000,220,3,2,2,0,Sheraton,Cairo,1,0,1,1,0,1,1,1,0,1,0,0,1,0
Apartment,40000,350,6,3,10,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,50000,354,7,3,4,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,17000,78,2,1,3,1,Madinaty,Cairo,1,1,1,1,1,0,1,1,1,0,0,0,0,0
Studio,600,64,1,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,800,120,2,2,4,1,Sheraton,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Apartment,8500,104,2,1,2,0,One Kattameya,Cairo,1,0,1,1,0,0,0,1,0,0,1,0,0,0
Apartment,3500,145,3,1,0,0,Badr City,Cairo,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Apartment,6000,125,2,2,2,0,Mokattam,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,7000,90,2,2,0,0,Zahraa Al Maadi,Cairo,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Apartment,14000,140,3,2,1,1,Zamalek,Cairo,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Apartment,10000,10000,3,2,3,0,Nasr City,Cairo,1,0,1,0,1,1,1,0,0,0,1,0,0,0
Apartment,85000,250,3,3,1,1,Lake view Residence,Cairo,1,1,1,1,1,1,0,1,0,1,0,0,1,0
Apartment,8000,90,2,1,4,1,Maadi,Cairo,1,1,1,0,0,1,0,0,1,0,0,0,0,0
Apartment,1500,160,3,2,5,1,Sheraton,Cairo,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Studio,3500,70,1,1,0,0,5th Settlement,Cairo,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Studio,5500,40,1,1,0,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,12000,165,3,1,6,1,New Maadi,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,3200,70,2,1,0,0,3rd Settlement,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,1000,130,2,2,8,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,1000,250,3,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,2500,300,3,3,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,25000,200,2,2,0,1,One Ninety,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
